,0,1,2
1772,2,Plus-Minus Chart Toy,"Big problem... the answers are not printed on the key above. They are underneath the key, so that when you depress it, you can see through. The problem is the numbers on top are over the number underneath in many cases, which makes the answer harder to see. I really prefer the ones where you can clearly see the answer print above."
1773,1,Useless,"I was so excited to receive this to help my 5 year old with her addition and subtraction. You are supposed to press on the button and ""magically"" the correct answer appears.No magic here! The answers are simply underneath and as you push, the correct answers underneath are supposed to become more transparent or visible (similar to using tracing paper and placing it over something you want to trace. The closer the tracing paper is to the image you want to copy, the more clearly you can see it.) Well, neither my daughter nor I could even make out what the answers were. How are we supposed to read THROUGH a plastic button? It made no sense.This was really a disappointment and such a waste!"
1774,2,Average Book,The book wasn't as great as the reviews said it was. The explanation on many of the topics was sketchy and didn't have the detail I expected (e.g. AWT). It's probably a better book if you already know Java and are looking to catch some of the finer points. I don't recommend it for absolute beginners.
1775,2,A good source of propaganda!,"I have learned Java from ""Core Java"". It was a wonderful book. I just picked up this one and before I even finished the first chapter I was so sick and full with all propaganda the author tries to make me believe. He should know to treat us professional developers better than this. I rate it 2-star instead of 1 even before I read the book because I want to be fair with him. When I finally get back to my sense and sit down to read this book I may think it deserve a better rating or maybe worse. Who know?"
1776,3,Good Textbook - but good examples are missing,"O.K. The text covers the Java stuff you need to know. It has a clear structure and is definitely a very good textbook. But if you try to learn Java or try to make the transition from a non object-oriented langauge using this book - you'll miss some examples. Peter v.d. Linden would be better off sharing his programming experience by providing examples for the subjects he covers. Instead of giving a simple ""hello world"" program in the first chapter, he comes with a full blown, four color, text-scrolling, window based ""hello world"". Who the hell is supposed to understand the code when he or she never saw object-oriented code? But don't get me wrong - it is definitely a good textbook!"
1777,3,For intermediate programmers only.,This book is far too basic for experienced programmers and probably too advanced for people who are just beginning to program.
1778,2,Not for true beginners,"I bought this book after reading the reviews. The impression I had was that this would be an excellent introduction to Java. What I discovered is that this book ASSUMES KNOWLEDGE OF C++. If you dont have some background in C++, then skip this and go for something else!"
1779,1,Please dont buy if you are entirely new to Java Concepts,"Firstly,Amazon's own review about this book - ""If you want to learn Java FROM ZERO..."" is entirely misleading. The author has written this book as if he is talking to his collegues(who obviously know Java) over the coffee table. If you want to learn Java from Zero , are new to programming concepts,OOPS etc. just stay as far as possible from this book and PLEASE dont go by the 4 and 5 stars this books has.THIS BOOK IS NOT FOR BEGINNERS and I STRONGLY REQUEST AMAZON to remove their recommentdation about this book for beginners.I have returned this book and am pretty comfortable with the following two books Thinking in Java and Beginning Java2.0 Please trust me and dont waste your time and energy and money on any other books to learn Java."
1780,3,More fun than truly helpful.,This wedding guide shares lots of intersting trivia and information about the history of brides and nuptual celebrations. The actual advice is a little dated and not particularly unique from what you might find in other guides.
1781,4,The end of an arc and some weirdness,"This series brings the end of the Alabasta ark and is a great finale...however, there are filler episodes at the end which some One Piece fans may not enjoy as much as others. Up to you if you watch them though as they are at the end, not in the middle, which is a nice way to lay them out."
1782,4,The Hound From Hell plays well on Kindle,"I have the Kindle software on several of my computers, but this is the first volume that I read on my new Kindle Fire. It was a good choice. I'm not certain how many times I have read “The Hounds of the Baskervilles,“ but it is more than a couple, and this was as pleasurable as any. The price was right too. So, if you like Holmes, this is great read."
1783,1,The Hound of the Baskervilles,"This is a classic mystery by Sir Arthur Conan Doyle. Unfortunately, this free version lacks several sections vital to solving the mystery. I have only read a couple chapters and have already found that the legend of the Baskervilles, the account of the death of Sir Charles Baskerville and a letter to Sir Henry Baskerville are missing. These omissions render this version useless, and force me to delete it from my library."
1784,3,not a classic I would recommend,"I am a consistent nonfiction book reader - as long as I can remember.But I have a hard time with this book & lost interest. I followed the classic thru to the end, but it is not a book that I would recommend to another."
1785,1,Nothing superb about Holmes.,"""The Hound of the Baskervilles"" is the first (and now only) Sherlock Holmes book I have read (only because my book club chose it) and I was beyond bored with it. Nothing was mysterious or suspenseful about it. It was full of babble and slow adventures. Sherlock Holmes was hardly even in it, since Dr. Watson was the narrator and main experiencer of events. Very overrated in my book. I do not recommend."
1786,4,This book is great!,"This is really good book I reccomend it: Sherlock Holmes and Dr. Watson wait inside. It is late around 11:10 p.m. when they see a flash a light through the window. Then they hear a harsh mean howl at the lights apperance. Sherlock Holmes and Dr. Watson duck down and be really quiet. Then they see the light again, but this time no howl. Then the light flashes again this time more like a flash light, light and sherlock knows it. He says , "" My dear Watson I think somebody is out there sending signals to us by light flashes""! Sherlock knows it for sure and then that day they hear that an exscaped prisoner is on the look and he is realted to the Baskervilles!"
1787,1,Missing Passages,"Note: this is a review is specific for theThe Hound of the Baskervillesedition and not the book as a whole. The free kindle edition is missing any passage that would be considered source material in the book. If the character reads from a document, a newspaper, etc... it's just gone. Very disappointing. Don't bother with this version."
1788,1,Passages missing,"This version is missing certain passages, as with other Kindle editions of Sherlock Holmes books. Any time something is read in the story, such as from a newspaper or a letter, it is missing. There are also illustrations found in the original that are missing. As a substitute, I downloaded the Google version of the book on my phone, the picked back up on the Kindle. This makes me hesitant to ever purchase Kindle editions for fear of the same issues."
1789,4,"Doyle, The Hound of The Baskervilles","The Hound of the Baskervilles is a book that I really can't criticize at all with any real power behind it. I really enjoyed this book. I started out with several short stories featuring Sherlock Holmes, found them fascinating, and read this. I wasn't disappointed. The book is rather short so it kind of still keeps that short story feel. It also has the horrid skill of making the reader almost sick with the unknown. When I read this, I wanted it to end more than most other books I've read just to find out what was going on. Also, as a horror fan, I can definitely say that this book has horror elements in it. Some scenes are damn creepy and all scenes are completely necessary with no slow or dull moments to let you lose that building tention. Brilliantly told and a book that is a classic to me. And, in the end, there is always an explanation to satisfy the reader and this is a good one indeed."
1790,4,Hounds of Baskerville,"Required reading for school, not much reason other than i had to buy it. The vendor was great. A great way to save money."
1791,1,MISSING TEXT!!!!!!,"This review is NOT on the quality of the story. I love this book, however.... This edition is missing text. Whenever character reads out of a newspaper or other document, the entire txt of that newspaper or document is missing from this Kindle edition! I've no idea which version to spend the dollar on to get the complete text, but its frustating as this was my first download."
1792,3,The Hound of the Baskervilles,The baskervilles has an interesting history and when Sir Charles Baskerville the 1 of the last living or was 1 of the last living decendents of the Baskervilles is found dead on the grounds of Baskerville Hall The legend of the hellhound hounts the moor is the hellhound real well that is what the greates detective in the world Mr. Sherlock Holmes wants to find out but he Mr.Holmes has to find the legend hellhound before the legend or hellhound finds him.
1793,5,Extremely amazing,All I have to say this album is very worth the money to any die-hard Sailor Moon fan. With songs from all 4 seasons plus a few extras. Of course the stars songs are the best but then again I'm biased cause it is my favorite season. I totally recommend this album to anyone out there looking to listen to the original Japanes scores of music.
1794,3,Buyer Beware,"This cd is protected from being utilized on a computer. If you listen to your cd's on a laptop, or desktop, this is NOT the cd for you. Consider yourself warned."
1795,2,fort apache,The movie is old fashioned and not well acted. It was melodrmatic and artificial.The supplier of the DVD was prompt and professional
1796,3,relativly good book,the book reads fast altough its rather small but it gives another point of view it the author talking about onperson who looks at all the person in a thirth person view wich makes it confusing from time to time but its a good book.
1797,1,Instant Immersion English (5 CD-ROM set),5 disks that are related in title only. Very difficult for non-english speaker to set up. Poor graphics. This is not for someone trying to learn English as a foriegn language. I'm here on Amazon to buy something different.
1798,3,"Great Speech Solutions, not much more","I teach ESL and love to use ONE disk from this set, the phonetic training program called ""Speech Solutions"". It is hard to find anywhere else, but it is worth having if you already feel good about most of your English language, and only need to work on the sounds you are making. It uses a simple, self-guided tour through all the phonemes, or sounds, of the American English language, including consonant pairs and ""r-controlled"" vowels.As far as the other disks are concerned, they might be fun for a novice reader who already speaks English, but they are useless as an ESL tool.Still, I'd buy it over again ust to get the speech program. Not for use with novice ESL students."
1799,5,"Perfect, small stamp set for our toddler's little hands","I purchased this stamp set because I was looking for a small stamp set to use on my toddler's little hand to help reinforce positive behavior (long story, too many child development books!)If you are looking for a small stamp set that is safe and doesn't have harsh chemicals-- this is perfect. Most reviewers who were diappointed indicated that the size was too small. But the description is accurate: this stamp kit is 4 by 6 inches. That should give you an idea of the size of each stamp."
1800,1,Disappointingly tiny,"I had bought a different Melissa and Doug stamp set that was an acceptable size, and assumed this would be similar. But this one is really too tiny. I couldn't tell from Amazon's picture just how small it was! There may have been an indication of the dimensions in the product description, but I missed it. Perhaps Amazon needs to be more clear about these things."
1801,5,Awesome!,"Bought this for my 6 yr old who is currently obsessed with trains. Have watched it many, many times now! Very interesting for adults also. Highly recommend this for any youngster who loves trains. I also recommend I Love Big Trains part 1 & 2."
1802,4,A Reader from Baltimore Maryland,"This is a pretty good book. The main focus is on the struggle of the Navajo people against the United States government. Tiana Bighorse's stories about her father that he told her make up this book's chapters. The stories are interesting and do a good job explaining the Navajo plight. The stories include fighting, running away, terrible atrocities commited by our government, and the struggle of her father and other warriors. On the whole the book is interesting and informative."
1803,3,Sticky,"It is definitely quenching my skin's thirst, but makes my legs kind of sticky. I'm wearing a skirt today and my legs just keep sticking together, I feel like I have to peel them apart, and this is nine hours after applying it. I felt as though the glowing white of my skin was already gone after applying it just once. It left just a touch of color, which is what it claims to do."
1804,3,"For the price, this has alot to offer","There is alot missing from this program (and most German programs out there, in my opinion), but it has some nice features. The games are just flashcard practice, but fun nonetheless. The speech recognition on CD 3 is not as good as German Now! 9, but still helpful. The picture dictionary isn't terribly helpful.The game on CD 5, Who is Oscar Lake, was what really made me want to get this. The concept is great, and after learning the interface and giving it time, it grew on me.Having fun and maintaining your interest in the language is the best way to learn it. That is a strength of this program, in my opinion. I would recommend using this program as a supplement to a class, textbook, or mabye a better program, because it is not comprehensive enough to stand alone. But for a good price, why not go for it?"
1805,2,Poor Quality,The Book is old and discolored and is not the book you advertised when I see a product that is what I expect. The copy in the picture is what I expected. And this book is not new. The one in the picture is the collector edition. I did not want just any copy.
1806,3,Decent book quality,"The product was delivered on time. Good price. However, it was damaged in two places and it was suppose to be new. That being said it was not bad enough to go through the hassle of returning and getting a new one! Slightly disappointed in the quality!!"
1807,4,Still a Classic After All These Years,"Well worth the short time it takes to read it. Had heard of this book all my life, but had never read it. Now I know what I was missing. Not that there is anything new here in terms of faith or theology--there's not. But the manner in which this story is told is entertaining and captivating, still, after all these years. Truths we have been taught and learned through our life's experience are here, all told in a most entertaining and enlightening way. It makes one smile, laugh and, at times, touches one's heart. If it is your first time to read it or your first time in a long time, it's well worth the read. Well worth it. We're all pilgrims and we are all traveling through a foreign land..."
1808,4,Wonderful allegory of the Christian life.,"""The Pilgrim's Progress"" is widely known and widely imitated. Perhaps a bit too widely. While the book itself is stunning, having seen, heard, or read so many attempts to imitate it, I found that the original effect of the story was lessened for me.By all means, this book should be read -- it is in itself a great work of literature, and it is a prime example of Puritan thought. Be aware, however, that much of it will seem trite and worn -- not because of anything inherently wrong with Bunyan's writing -- primarily because we have all heard so many poor imitations that it will be difficult to put them aside.However, this book still warrants a reading for the simple fact that it is a great story! I shall be re-reading this in the not-too-distant future, hopefully better prepared to dismiss the memories of the imitations and to appreciate the genius of Bunyan's allegory.Read it!"
1809,5,A Story For Everybody,"This book stands alone as one of the most powerful and easily read books of all time. Bunyan's simple style makes every point clear and without the possibility for misinterpretation. A tale of life and its trials, this book should be read by all."
1810,4,Good quality,"Seems like a good quality vitamin, but my dog didn't like them too much. He ate them, but not enthusiastically."
1811,2,Not as good as the other album!,"I was excited to get my Steppin' album because I loved the other album of Christy Baron (I thought about you). However, I was a bit disapointed beacause it was so inferior compared to I thought about you. I was expecting more of Christy Baron's sultry renditions of real accoustic jazz but what I got was some sort of a synthesized versions. It's still a good album but it's nothing like the other one. If you can only buy one album of Christy Baron, don't get this one."
1812,2,Emma as a deer in headlights!,"While this version of Emma is probably the most faithful to the book, the Emma we get is a woman whose face is frozen in what seems to be a perpetual startled stare. What a distraction every time she was on screen. And Harriet Smith was a cowering country bumpkin who was simpering and cloyingly annoying...ugh! It is only because the rest of the cast was so good that I give this version of Emma 2 stars.If you want to see an Emma worth watching, buy the Gwynneth Paltrow or Kate Beckinsale version."
1813,2,"""O Brother"" Fans Beware!","Despite the clever packaging, this CD was NOT produced by the folks behind ""O Brother Where Art Thou?""As it claims, this CD does contain original recordings of many of the songs on the ""O Brother"" soundtrack. If you're looking for the genuine article, this is it.However, as is common with recordings this old, many of the originals were made by semi-professionals with primitive recording technology. As a result, these ""originals"" do not have the clarity, the warmth, or the production values of the masterful performances on ""O Brother"" and the companion live album ""Down from the Mountain."" If you're looking for music that sounds like those two albums, try Gillian Welch's ""Revival"" instead."
1814,1,Makes it's point but pathetic (no pun intended) photography,"Coffee table book of girls at weight-loss camp, exotic dancers in Las Vegas, actresses, children play-acting withmakeup. Not sure if Ms. Greenfield was trying to emulate Cindy Sherman or Diane Arbus. Either way she has my sympathy."
1815,2,Last Tango In Paris,"The video I recently purchased was NOT the original version. The Hayes Commission version is edited for content to the point the film loses it's provocative edge, with out which is disjointed (pun intended) and boring. I've looked elsewhere for the original release version which at the time was X rated, but now all I see is the ""R"" rating which means all the good scenes are cut out!But I'll Keep looking. It's a real hot classic in it's original formRapscallion"
1816,1,Last Tango in Paris,Poor content. Had to read what was going on by reading the screen as most of it was in another language.
1817,2,One long WTF? moment.,"We watched Last Tango in Paris mainly just to say we've seen it. Little did we realize how messed up most of the characters are & how disturbing a few scenes would be...however, it is french directed so I guess that explains it (a genre neither my wife or I have ever been able to embrace). Did not care for the film at all but give it 2 stars for the shockingly hairy full frontal."
1818,1,"Boring, Senseless, Waste of Time","Don't waste your time. If you are watching it to see the controversial steamy sex scenes, you'll be disappointed. There is nothing erotic here. It's a film devoid of emotion or excitement. It's mind-numbing and boring. It may have been praised at the time it was first released, but it has not aged well. Surprising that it was ever determined to be a film with any value even when first released. Pointless film with characters that don't seem to have any direction in their lives and don't seem to care about anything important. The viewer doesn't care either. Glad I saw this free, as I would hate to have paid even $1 to watch it. Your life will be better for NOT having seen this movie."
1819,2,Extremely disappointing,"This movie fails horribly at living up to its reviews. They seem to be based solely on technical merit; it is indeed shot well. Unfortunately, that does not make it worth watching; the plot is lacking, the sex alternates between disappointing and disturbing, and the characters are despicable. Don't waste your time."
1820,5,"Last Tango, Great Film",Last Tango in Paris is truly one of the greatest films of the 1970s. Marlon Brando gives a very powerful performance as Paul the middle aged widower who has a sexual liason with a chance encounter. A fascinating motion picture to say the least.
1821,1,dawn on a distant shore,"Very disapointing. I loved Into the Wilderness and could not wait for DDS, signing up for delivery before it came out in print. I found it difficult to get into and just didn't keep my attention. I actually had to force myself to sit down and finish it. Sadly, DDS lacked the excitement and sexual tensions of Into the Wilderness. Definately not Sara Donati's best work."
1822,5,Waterproof!!,"Just used this tent for the first time this weekend. My husband and I camped for 3 nights in Vermont, 2 of those nights it rained. No water inside the tent at all!! We have never had this experience before!! We did not use any waterproofing spray or seam sealer, but we did use a tarp underneath. Don't waste your time with the plastic provided stakes, buy good ones. There is plenty of room for 2 people in this tent with a queen air mattress, although I think 2 twins on opposite sides of the tent would offer the best use of space. Wonderful tent, easy, quick set-up. Love this tent!!"
1823,3,Recently purchased,"I bought this tent and used it for the first time recently. Good points: The tent is HUGE. I am 5'9"" and could stand all the way up in the tent. The gear loft is nice and there are lots of storage pockets inside. Bad Points: Tent Poles are outragously heavy. This is definately not a tent you would want to carry very far. There are a few seams at ground level, one right in the middle of the floor. It rained the first night we set up and some moisture came in from the bottom of the tent. Luckily we had a footprint on the inside of the tent as well. Overall this is a good buy for the price I paid. I bought the tent for $99, and noticed the price is now $179. I don't think I would pay that much for this tent."
1824,1,A Claustrophobic Mess,"Bland characters, murky filming and gratuitous gore make for a horror movie mess in The Descent. I did not care one bit for the women or their fates. If there's a sequel, count me out."
1825,3,Expected better,"I guess I expected more from the movie because of all the rave reviews about it but in the end my husband and I were left feeling disappointed. The beginning was long and drawn out which began to bore, the female cast could not have been made up of more annoying actors (we were so ready for them to start dying)and I just could not understand WHY they did not realize they were at the wrong cave to begin with!!! Obviously the one the egotistical Juno led them to was not accesable, nor was it meant for, non-professional cave explorers! I guess its meant to show what can happen if you just blindly trust someone. I gave it 3 stars because the creatures were very effective at what they do and were very menacing to look at, also I liked the fact that they were blind but still lethal. I really wanted to like this movie alot and was loooking forward to watching it but ended up feeling let down."
1826,2,Boring movie with good Blu-ray features,"THE DESCENT is an ugly, boring film about six ugly, boring women with a curious mix of accents who explore a cave and are stalked and eaten by a group of Gollum wannabes. The film looks ugly and boring on Blu-ray with over staurated colors and high contrast levels. Lionsgate has packed the disc full of impressive special features which further enhance the ugly and boring nature of the film. You can watch the ugly and boring director in ""behind the scenes"" footage in a PIP documentary while watching the film. Loads of extra and extended scenes, interviews etc. do nothing to alleviate all the ugly boredom this film invokes. I bought it for ten bucks at Wal-mart and I guess it was worth that for the cool features on the Blu-ray but I sure feel ugly and bored after watching it all."
1827,1,ALL OTHER REVIEWS ARE FOR THE WRONG FILM!!!,"Note that all of the reviews posted here are for a completely different movie ""Descent"", NOT the horror movie ""The Descent"". Please check what movie you are posting for before you post a review!"
1828,2,horror for ten year olds,"Half a dozen women go down to explore an unexplored cave--without weapons to defend themselves with(should danger arise--and arise it does.) Right there the filmmaker lost all credibility with me, and not only that, you could hardly see/make out what the hell was going on with anyone; they made the cave that damn dark.I paid more than seventeen bucks for the DVD, tried to return it, unsuccessfully (Target won't accept returns, unless it is for the exact same thing) so ended up giving it to a friend. I don't keep DVDs I have no respect for in my collection.This was not well written, either, and don't believe this film director gets the horror genre at all.I suppose I'll be waiting for the next Alex Aja flick. Now here's someone who UNDERSTANDS what horror is about."
1829,4,good movie,"I'm not much for words when it comes to writing reviews, but I thought this was a good movie if you like scarey movies."
1830,4,Stay Far Away from Caves,Very suspenseful and scary gem of a horror movie. The tension just keeps growing until you can't take it anymore. The creatures are simple but effective especially in the right light. Can't wait to see what the director does next. Ignore the awful sequel.
1831,4,Good movie,I loved the coming attractions more than the flick but it is still good epescially if you like the this type of flick. I think if they didn't show the creatures so much it would have been a little more scarier. Either way it seems very original at least midway through the end. I own it and have watched it a few times. It definitley has replay value. Watch it in the dark.
1832,2,over rated,had been given such a write up on this - disappointing to say the least. No shocks - highly predictable - and with a theme that has been done to death!!
1833,3,Not BAD,"not as bad as I thought it was going to be. not really scary or anythingbut it was interesting . its too bad they didnt do more with this movie ,it could have been so much better."
1834,3,Predictable But Still Entertaining,"This movie started off slow at first but started to pick up once the group of women descended further into the cave. What happened while they were down there was predictable, but still entertaining nonetheless. The best part of the movie was when two of the women were battling it out with those slimy human-like creatures, whose presence bewildered me. I saw slimy human-like men and women, but no offspring? Wouldn't they want to eat human flesh too? Then there was the pool of blood. How in the world did it get there? The ending wasn't as ""happy"" as I expected to be, which was somewhat of a surprise. Overall, ""The Descent"" is still a good movie to watch, but ""The Cave"" is better."
1835,4,I'm gonna sleep now... wait! What just happened?!,"This movie had no point of showing a car accident and some pipes went through a girl's head. And the beginning and the first half of the middle was all thrill and boring. When you first see the crawlers, you would think it's been like 2 hours of the movie. But I would give you all anadvice, don't watch horror movies in really sunny, bright day time! It's not because it wouldn't be scary then, horror movies alway take place in a dark place and if you hear screaming or someone getting killed, you're gonna wonder how or what just happened! 'Cause that's what happened to me wile watching this. And how can those crawlers be real cavemen that are cannibals? There were no cavemen in America! There is no way that those crawlers could be people that just mutated and wanting eat any living things. This movie did have hardcore killings! I would give you another advice and not buy the DVD but just rent it. I can't wait for Descent 2 this year!"
1836,1,Blows!!!,"As I write this I'm 48 min. into the movie and i don't know if I'm watching a female version of cliffhanger or a Horror movie. All I have seen is 5 females have a sleepover in a cabin, some woman get stuck and starts to hyperventelate and some woman have a hard to time crossing over a hole. So if your up for watching 5 women having a caving expedition with the usual female driven bickering among each other then i would recommend it but if your looking for horror see Wolf Creek or something. Oh by the way i'm 56 min. into it now and still nothing. Save your money."
1837,3,Happy to find my favorite discontinued lipstick but...,"I loved the Stila Nicole color and as usual when I find a lipstick I love it always seems to be discontinued.I was so happy to find the lipstick and I ordered 3.they arrived less than a week later but to my surprise...it smelled and tasted a bit rancid....I think they have been around to long....oh well, I learned my lesson."
1838,3,VERY SEXY,"My husband thought this was great. Being 5'2"" I found it to be just nice. Like I said my hunny loved it. He didn't notice that since it was made for taller women the legs were slightly baggy on me(men!). If your short and don't intend to wear it out of the bedroom then It does the job. I wouldn't recomend wearing it under a dress though for the above reason no matter how much he begs."
1839,5,MAGIC is FUN...WE'RE DEAD,"I've been waiting for a decent DVD ""print"" of this movie for years. This is really a find. The transfer is amazing and the special features are well worth the ticket price.The disc even includes the famous TV commercial that scared so many kids the networks had it pulled. 'Didn't matter. If you saw it once, it stuck in your head....""Magic is fun....We're Dead!""The soundtrack is MONO but that's the way it was released in the theaters and it sounds really rich.I'm giving this one 5 stars for good reasons."
1840,1,More Ham-O-Rama Theatrics From Sir Anthony,"Whenever anyone I know blathers on about how great an actor Sir Anthony Hopkins is, I tell them to stick this in the VCR. It's a horror movie, alright: a horror to sit through. lt's Battle of the Uncured Hams as Sir Anthony, Ann-Margret and Burgess Meredith act up a storm on a script that should have never seen the light of day. Fats the Dummy is unquestionably the best actor in this movie but regrettably has to share scenes with the aforementioned actors; if only Fats had been able to break away from Sir Anthony's arm earlier in the movie and massacred the entire cast, I'd be writing a five-star rating instead of this. If you need convincing that Hopkins' success in ""Silence of the Lambs"" was just a fluke and that he is indeed just another tough slice of fatty Welsh ham, watch a double feature of this and ""Legends of the Fall""; Hopkins is like some Monty Python grotesque played for pathos instead of comedy."
1841,4,Frightening movie with superb acting by Sir Hopkins,"My recollection of the film -- I've only ordered it today (August 31, 1999) -- from my youth (when I was eight years old) is that of a genuinely frightening film which has a great deal of credibility to it. The dummy is seemingly real at all times, especially when it is killing some hapless victim. Hopkins acting is phenomenal. But one things disturbs me. I understand from other people's comments that there is significant editing on the tape available here. Should this be true, I am afraid I will be disappointed. I was hoping to see the movie in the way in which it was intended to run, i.e. the way it originally aired in 1978. The vulgar language of the dummy is integral to the film, I feel. Anyway, I look forward to receiving it."
1842,3,"Excellent movie, terrible tape quality and editing","I have loved this movie since it was released. I had searched for some time to find it in a rental shop or movie store. I found it here and bought it. The tape quality is terrible, but worse is the awful edit job that was done. This is like a TV version of the original film. The film gets 5 stars, but the tape quality and editing bring the overall rating down to 3."
1843,4,Great value - dump your inkjet and save money per page,"Went out and got one of these from Staples (an Amazon partner ahem) on special for ninety nine bucks. For that, it's a great deal. I use it on my computer running Ubuntu Linux (Dapper Drake 6.02) and it works great. Had to figure out how to use foo2zjs (foo2zjs dot rkkda dot com has the perfect workable answer to installation...I donated a few dollars for the help), but once you follow the instructions and load that all-important firmware, you are in business, even allowing you to set the printer to toner-saver mode, etc.We also use tonerrefillkits dot com extensively and just refill the cartrdige over and over until the head starts wearing. By then we have saved tons of money using a refilled laser printer vs. buying the cartridges or god forbid using a color inkjet (eek expensive).Good stuff, love HP, thanks!"
1844,2,Doesn't Seem to Work with Print Servers,"This printer is inexpensive and fast but does not seem to work with either Linksys (WPS54G) printservers, DLink printservers (DP-G310), or Hawking printservers (HWPS1UG). I went through several phone calls with excellent support people at both Linksys and Hawking Technology to no avail. I upgraded firmware and installation programs but as far as the printservers are concerned the HP does not exist on the network.I have no idea what the problem could be but the HP1020 is not printserver friendly as far as I can tell. It is not as if I am running some obscure printservers either. The printerserver's company's products are well known and stable."
1845,3,HP LaserJet 1020 Printer,"It woorks very well.But when I cancel it because of error, it took forever to cancel.So I can't wait anymore an I turn off and turn on gain.Sometimes I use next printer in other to finish it quickly.This is not convenient compare to other printer."
1846,5,A Great Printer for the Price!,"I have only had the printer for about a month, but I think it's great. The only downside is that the UBS adapter is not included with the printer (You can pick one up at Staples for about $19). You can probably order one at Amazon as well...I just didn't realize I'd need to purchase the adapter when I ordered the printer."
1847,2,"Great printer, unless you're using Vista","I like this printer a lot and would probably have given it 5 stars, but it gets a major demerit thanks to the fact that it does not work with computers running Vista. HP will not be releasing the drivers until July of this year. So if you want to print now and not wait six months, and you've already upgraded to Vista, I recommend getting a different printer. Hopefully HP will get the message and release some drivers. Vista has been in beta for a long time, so I find this delay to be inexcusable."
1848,2,No Driver for the Windows XP Pro x64 Operating System,"The LaserJet 1020 is a fine printer for use with older operating systems. It produces high quality output when attached to my Windows 98SE box. But it doesn't print at all when attached to my new computer with its XP Pro x64 operating system. The problem is there's no compatible driver available, not on HP's LaserJet 1020 installation disk and not on the HP website. I emailed HP Tech Support about the problem and they suggested two workarounds, using x64 drivers for other HP printer models, but neither worked. Tech Support now says to try working the problem via online chat. I'll try that next time I have a block of several hours free, unless I give the printer away first."
1849,3,Curls Quality/Heavy Paper,"Very severely curls papers that are heavy/thick/quality. If you use thick paper this printer will not do, as I have learned the hard way. A review in pcmag or pcworld also states this. very huge drawback.Even if you're just printing it for personal use, sheets get so curled that I have to take time to roll them up the opposite and try to get them flat."
1850,3,"Good movie, bad packaging","This is not a review of the DVD content but more of the physical item itself. I was pretty excited when the package arrived but to my dismay, I heard a rattling sound as I took the DVD out. As I feared, the DVD came off its holder and was bouncing around the whole time during shipment. I immediately looked at the reverse side of the disc and yes, it was scratched pretty badly.To be fair, the DVD was still watch-able but I just sucks to receive a scratched DVD."
1851,4,Make wikis and blogs,"A popular open source Content Management System. Meloni suggests here in her book why it has proved so useful. If you read her book and have some familiarity with Microsoft's Office suite, then you can see what Plone offers. The various Microsoft applications, like MSWord, have very rich toolkits. But each application essentially handles single documents. Meloni shows that Plone's remit is at a higher level of organisation. More to do with workflow between several users.Plus, these users need not be in one physical location. Plone lets a group distributed over the Internet work together. Plone can help enable new types of dispersed ""multinationals"" of just a few people.The book also has merit in showing how to use Plone to construct wikis and blogs. Two topical subjects. And very closely related. So both are described in the same chapter. Daresay that some of you will find this the most useful section of the book."
1852,3,"good, but outdated and unsupported","If you're looking to buy this book now for use with a modern incarnation of Plone, you may want to rethink your decision and look elsewhere. Aside from being written against Plone 2.0 (Plone is currently at version 2.5.1, with 3.0 looming in a few months), and thereby having some tips and instructions that no longer work as originally intended, the book includes some typographical errors (as do many books), a few of which are horrible and misleading. I've actually done everything from inquiring with the publisher regarding errata (you won't find any on the publisher's site for the book) and writing to volunteer the corrections myself (which went unanswered).The book is an excellent introduction to Plone and quite helpful as a kick-starter, but I would not by any means recommend it for use as a ""bible"" for what Plone is, can do, and can be customized to do today."
1853,3,"""I Enjoyed This Book""","I read this book last year with my book club ""Sistahs With A Vision"". I enjoyed the storyline but the Adrian Betrayal episodes started to bore me. I truly enjoyed this book overall. I look forward to the next book!!!!!!!!Rhonda Gibson, Founder, First Annual African American Book Clubs & Readers Retreat 2000, 13-15 October 2000, Cherry Hill Hilton, Cherry Hill, New Jersey"
1854,2,DON'T WASTE YOUR MONEY,"TOOOO LONG AND DRAWN OUT. Reading this book, I found myself saying, ""GET TO THE POINT."" The plot of the story was nice (sort of), but it needed more action. In the beginning and towards the end there was too much talk about what I already heard over and over before. What really bothered me was that one character's point of view, didn't really give me an understanding of the other characters (especially Adrian).Before reading this book the title caught my attention. The title was really a big let down because there was not much ""Hell Breaking Loose."" Borrow this book from a friend and please don't ever buy the hard back."
1855,4,Pretty good read,"Let's see -- the thing I loved the most about this book is the surprising twist. While I was reading it, at first I couldn't tell what was going on, but after I realized what happened, I felt the story was quite interesting to say the least. I must commend Ms. Spencer on her first novel and I look forward to ""Cubicles."""
1856,5,Too hot to put down.,"Camika, I feel you girl. You are an awesome writer. I knew this story was too good to be true. What was wrong with Adrian? Mother knows best. Gregs mother knew something wasn't right about Adrian.Church going Shreese. She was just plain silly. I didn't feel sorry for her at all. My heart went out to Greg because he was all ready to settle down with Adrian but she had to go and mess things up.Camila, I await your next novel. Keep up the good work. Be Blessed!"
1857,4,Remembered a Great Movie,"""Lilies of the Field"" was a great movie when first released. It is still as good as I remembered. Sidney Poiter deserved the Oscar that he received."
